net,length_um
_04801_,102.24
_14142_,102.215
u_gain1\[14\],102.04
_06626_,102.01
_05259_,102
_06627_,101.96
_10420_,101.88
clknet_leaf_13_clk,101.86
_12152_,101.76
_00666_,101.7
_18501_,101.69
_02206_,101.62
_18231_,101.55
_02263_,101.415
_02470_,101.29
clknet_leaf_17_clk,101.16
_03734_,101.14
_04770_,101.02
_17921_,101
net17,100.98
_08584_,100.94
_16887_,100.84
_06550_,100.74
_04155_,100.435
_10223_,100.38
_01698_,100.31
_08482_,100.07
_15254_,100.035
data_reg\[11\]\[5\],100.015
_08932_,99.96
_03136_,99.9
_08764_,99.89
_10425_,99.86
_06792_,99.8
_01000_,99.79
_16676_,99.775
_12103_,99.74
_16885_,99.61
_08414_,99.54
u_gain1\[12\],99.54
clknet_leaf_39_clk,99.28
_00567_,99.16
clknet_leaf_35_clk,99.11
_12147_,99
_04468_,98.94
_17937_,98.935
_04772_,98.92
_11751_,98.88
_11076_,98.785
_17350_,98.705
_00073_,98.695
clknet_leaf_20_clk,98.62
_06602_,98.58
u_gain2\[9\],98.55
_08485_,98.535
_10386_,98.38
_00009_,98
_10169_,98
_08580_,97.74
_06652_,97.72
_08515_,97.71
_10265_,97.7
_17497_,97.68
data_reg\[27\]\[6\],97.565
data_reg\[2\]\[2\],97.42
_09792_,97.4
_14162_,97.32
_00022_,97.245
_08403_,97.23
_17302_,97.22
_04820_,97.16
_04533_,97.11
_17779_,97.09
_05756_,97.06
_18062_,96.84
_18525_,96.8
_15121_,96.76
_16916_,96.74
clknet_leaf_29_clk,96.74
_07235_,96.7
_15057_,96.7
_00786_,96.46
_17154_,96.38
_01114_,96.36
_17383_,96.32
_18115_,96.32
_06603_,96.2
_17714_,96.05
_10434_,95.97
_10044_,95.93
_16585_,95.78
_00045_,95.715
_15420_,95.7
_09758_,95.61
_17512_,95.6
_10059_,95.58
_00016_,95.405
_09163_,95.4
_15210_,95.4
_15202_,95.35
_12975_,94.8
_08934_,94.69
clknet_leaf_32_clk,94.69
_00944_,94.54
_18497_,94.52
_00431_,94.46
data_reg\[26\]\[0\],94.4
_08799_,94.29
_16761_,94.26
_16629_,94.12
_12150_,94
_13145_,93.9
u_gain1\[15\],93.62
_00646_,93.54
_09246_,93.24
pulse_duration\[7\],93.22
_17069_,92.995
_18479_,92.96
_09307_,92.905
_00784_,92.855
_10038_,92.7
_17312_,92.59
_09174_,92.42
_06478_,92.18
_14219_,92.14
_17654_,92.14
_17147_,92.07
_04087_,91.995
_00513_,91.96
_12100_,91.77
_17676_,91.62
_04817_,91.6
u_gain2\[26\],91.53
_12144_,91.46
_00548_,91.445
_12109_,91.44
data_reg\[17\]\[0\],91.16
_09801_,91.08
_12840_,91
_17327_,90.825
_06648_,90.7
_15438_,90.7
_09833_,90.66
_18019_,90.48
_04452_,90.4
_03139_,90.33
_08373_,90.32
_17066_,90.32
_03105_,90.16
_12151_,90.095
_06791_,89.96
data_reg\[26\]\[6\],89.84
u_gain2\[10\],89.81
_06662_,88.95
_10212_,88.92
_16352_,88.88
_15028_,88.78
_00067_,88.745
_01137_,88.64
_01364_,88.6
data_reg\[25\]\[3\],88.44
_06661_,88.28
clknet_leaf_5_clk,88.24
_08746_,88.22
data_reg\[2\]\[1\],88.2
_00684_,88.04
_17829_,87.9
_05466_,87.75
_10340_,87.66
_00720_,87.48
_16905_,87.42
_14135_,87.24
clknet_leaf_12_clk,87.24
_17243_,87.095
_06699_,87.06
_10708_,87.04
_02011_,87.02
_17662_,86.985
_16634_,86.96
_10258_,86.9
_09824_,86.88
_00633_,86.84
_16570_,86.82
_10426_,86.76
_00682_,86.735
_15634_,86.7
pulse_duration\[2\],86.64
_17330_,86.57
_10180_,86.56
_03582_,86.52
_00705_,86.515
_17789_,86.42
_10996_,86.38
_04771_,86.32
data_reg\[27\]\[7\],86.14
_02266_,85.925
_09126_,85.9
_17321_,85.86
_14131_,85.78
_12904_,85.74
_12153_,85.7
_17922_,85.69
_17308_,85.68
clknet_leaf_37_clk,85.63
_08684_,85.47
_12149_,85.38
data_reg\[26\]\[2\],85.36
_05611_,85.22
pulse_duration\[3\],85.21
_02069_,85.16
_17959_,85.155
_18481_,84.825
_09795_,84.64
_09926_,84.56
_03135_,84.48
net48,84.44
u_gain2\[31\],84.28
u_gain2\[5\],84.28
_17435_,84.16
_00932_,84.06
_12970_,84
_17884_,83.98
_16523_,83.86
u_gain1\[32\],83.68
data_reg\[2\]\[7\],83.62
_14692_,83.46
_17223_,83.44
_17855_,83.32
_18472_,83.26
_17717_,83.25
_17756_,83.21
_03572_,83.18
_17960_,83.02
_06647_,82.9
_04180_,82.87
_10347_,82.74
_08636_,82.62
_08563_,82.42
_17113_,82.16
_09826_,82.06
_03590_,81.97
data_reg\[27\]\[2\],81.94
u_gain2\[11\],81.46
_13671_,81.34
_09724_,81.3
clknet_leaf_26_clk,81.12
_15091_,80.9
_14992_,80.66
_06548_,80.54
data_reg\[2\]\[0\],80.52
data_reg\[17\]\[6\],80.5
data_reg\[2\]\[3\],80.445
_18436_,80.44
_18437_,80.28
data_reg\[17\]\[2\],80.28
_15056_,80.2
data_reg\[17\]\[1\],80.14
_18046_,79.7
_12098_,79.68
_17827_,79.68
address\[3\],79.6
u_gain3\[22\],79.595
_16514_,79.08
_03069_,79.02
_16776_,79.02
data_reg\[27\]\[3\],79.02
_17590_,78.76
pulse_duration\[5\],78.76
_15689_,78.68
_02510_,78.44
_09197_,78.38
data_reg\[21\]\[0\],78.36
_00516_,77.96
_00612_,77.96
_10604_,77.92
clknet_leaf_33_clk,77.92
_01175_,77.82
_10561_,77.78
_06382_,77.74
_00681_,77.68
_10516_,77.54
_03004_,77.3
_13556_,77.3
_01647_,77.29
_18306_,77.16
_02222_,76.88
_09813_,76.66
_09753_,76.65
_15440_,76.62
_16005_,76.44
_01583_,76.14
_03275_,76.04
_16903_,76.02
data_reg\[25\]\[0\],76.02
_08389_,76
_09898_,75.96
_14288_,75.94
_17309_,75.86
_01484_,75.755
_16440_,75.72
u_gain3\[20\],75.68
_00097_,75.6
_10202_,75.395
_09962_,75.34
_09160_,75.22
_11687_,75.22
_09530_,75.18
_10700_,75.16
_03409_,75.14
_16910_,75.1
_11925_,75.06
_09831_,75
data_reg\[17\]\[5\],75
clknet_leaf_21_clk,74.98
_01550_,74.82
_00512_,74.76
_00511_,74.74
_06394_,74.69
_00912_,74.63
_00848_,74.54
_12146_,74.53
_01548_,74.37
_00766_,74.28
_18022_,74.2
_09931_,74.18
_07019_,74.14
_11978_,74.08
_03823_,73.98
_03729_,73.88
_01367_,73.77
_12145_,73.66
_03074_,73.545
_16982_,73.4
_16638_,73.32
data_reg\[22\]\[4\],73.32
_10553_,73.24
clknet_leaf_64_clk,73.2
_02084_,73.18
_12907_,73.18
_10589_,73.14
clknet_leaf_2_clk,73.12
_07323_,73.1
u_gain2\[22\],73
_17396_,72.98
_11064_,72.92
_09737_,72.9
_10318_,72.9
_16332_,72.9
_09877_,72.655
_12697_,72.52
_00456_,72.44
_04010_,72.23
_10544_,72.14
_10594_,72.02
_09832_,71.96
_17462_,71.93
_10015_,71.9
_09222_,71.82
data_reg\[5\]\[6\],71.62
_17314_,71.46
_03613_,71.36
_04429_,71.28
_18213_,71.24
_18470_,71.15
_17320_,71
clknet_leaf_8_clk,70.94
_10216_,70.8
_14870_,70.8
_01083_,70.74
net49,70.62
clknet_leaf_40_clk,70.62
_10290_,70.42
_14674_,70.2
_01482_,70.18
data_reg\[5\]\[7\],70.16
_06427_,70.1
_09290_,70.1
_18053_,70.08
_16125_,70.015
_10048_,70.005
_15022_,69.96
_06519_,69.94
_08210_,69.94
_09152_,69.88
_09418_,69.85
_12962_,69.82
_00122_,69.66
_10330_,69.63
_01221_,69.62
_04381_,69.6
_03341_,69.46
clknet_leaf_58_clk,69.16
_17307_,69.05
_10266_,68.86
_06580_,68.83
_03043_,68.7
_10292_,68.7
_13147_,68.675
net59,68.39
_04627_,68.24
_07395_,68.24
_09220_,68.16
_08164_,68.12
_00724_,68.07
_03124_,67.84
_08625_,67.82
_03176_,67.765
_08949_,67.71
clknet_leaf_38_clk,67.64
_15097_,67.36
_03503_,67.23
_08354_,67.11
_11114_,67.1
_16748_,67.1
_09954_,67.06
_10364_,67.06
data_reg\[10\]\[1\],67.02
net73,66.98
_15059_,66.82
_00976_,66.63
data_reg\[11\]\[3\],66.62
_17280_,66.52
_17889_,66.5
_00703_,66.36
u_gain1\[10\],66.36
_00785_,66.3
net44,66.3
_03856_,66.28
_09102_,66.28
_17355_,66.255
_10226_,66.22
_01445_,66.18
_14128_,66.02
_01106_,65.98
_02996_,65.94
_17487_,65.92
_07925_,65.7
_13023_,65.68
_03269_,65.64
_01244_,65.61
_06507_,65.52
data_reg\[16\]\[0\],65.5
_00166_,65.365
_03852_,65.3
clknet_leaf_62_clk,65.27
_04109_,65.175
_17785_,65.1
_12963_,65.02
_05698_,65
net55,64.9
_10337_,64.88
_03104_,64.8
_11578_,64.76
data_reg\[27\]\[1\],64.76
_17391_,64.74
_10902_,64.72
_03128_,64.64
net84,64.54
_17713_,64.45
_09987_,64.44
_00880_,64.37
_05357_,64.26
_09921_,64.255
_01588_,64.24
_08224_,64.2
_18016_,64.1
_01229_,64.08
_07623_,64.08
_11002_,64
_10559_,63.94
_16157_,63.85
_14093_,63.84
_03851_,63.8
_00525_,63.76
_02998_,63.74
_16004_,63.67
_18518_,63.52
_01521_,63.5
_00527_,63.42
_00965_,63.4
_09181_,63.34
_12916_,63.28
_01606_,63.07
_01331_,63.04
_00683_,63
_09215_,62.98
_16738_,62.94
_03073_,62.82
_01317_,62.8
_09342_,62.8
_12018_,62.76
clknet_leaf_24_clk,62.74
_06157_,62.7
_03570_,62.68
_00524_,62.56
net317,62.52
_11035_,62.48
_15035_,62.3
_00115_,62.26
_06794_,62.26
_01207_,62.24
_02142_,62.22
_17536_,62.22
_00638_,62.16
_13642_,62.14
_17379_,62.06
_01516_,62
_17119_,61.98
_03713_,61.9
data_reg\[11\]\[1\],61.88
data_reg\[17\]\[7\],61.84
_00714_,61.8
_03504_,61.8
_09600_,61.56
u_gain3\[10\],61.46
_10188_,61.4
_10377_,61.36
clknet_leaf_11_clk,61.3
data_reg\[10\]\[5\],61.295
_17715_,61.28
_04506_,61.16
_12707_,61.04
_10278_,60.94
_00712_,60.92
data_reg\[26\]\[3\],60.88
_16577_,60.8
u_gain3\[15\],60.79
_00709_,60.74
_00685_,60.695
_01448_,60.615
_04004_,60.6
_04484_,60.6
_10615_,60.58
_01079_,60.54
_17790_,60.52
u_gain2\[30\],60.505
u_gain3\[21\],60.435
net16,60.38
_02974_,60.23
_03551_,60.2
_08554_,60.12
_09245_,60.09
_04326_,60.06
_11577_,60.01
_00757_,59.96
_09122_,59.96
_01084_,59.94
_18241_,59.94
_09184_,59.91
_10324_,59.9
_03508_,59.84
_13288_,59.84
net29,59.81
_09406_,59.78
_17025_,59.76
_08101_,59.75
_16740_,59.74
_00123_,59.7
_10193_,59.66
_14629_,59.64
_09305_,59.6
_01090_,59.58
_14090_,59.47
_09118_,59.46
net301,59.46
_17540_,59.44
_09178_,59.32
_04118_,59.3
_09180_,59.17
_00627_,59.16
_09491_,58.98
clknet_leaf_14_clk,58.96
clknet_leaf_41_clk,58.96
u_gain2\[19\],58.95
_07474_,58.94
_10289_,58.94
_03437_,58.82
_00982_,58.78
_01352_,58.7
_02037_,58.7
_18477_,58.7
_10783_,58.58
_03441_,58.54
_08953_,58.54
_17363_,58.54
_17651_,58.52
_17546_,58.5
_10012_,58.46
_10203_,58.44
_11920_,58.44
_12580_,58.38
_10271_,58.34
net90,58.22
_13518_,58.14
_04917_,58.12
_16289_,58.1
_05379_,58
_10297_,57.94
_17704_,57.88
_10304_,57.84
_11028_,57.84
_18040_,57.84
_00518_,57.82
_10709_,57.78
_17259_,57.755
_08189_,57.68
_00767_,57.66
_12454_,57.59
_18480_,57.58
_02238_,57.555
_07313_,57.54
_09605_,57.48
_09029_,57.4
_09968_,57.36
_00124_,57.325
_08683_,57.16
_14197_,57.16
_03573_,57.13
_04884_,57.08
_15090_,57.06
_14632_,56.995
_09049_,56.98
_01080_,56.82
_07664_,56.74
_17400_,56.715
_13114_,56.68
_04436_,56.64
_06601_,56.62
_08733_,56.58
_04479_,56.56
_13588_,56.56
_08198_,56.52
_02985_,56.5
_04063_,56.5
_13555_,56.46
_15133_,56.38
_03427_,56.26
_10713_,56.24
_10325_,56.18
_01082_,56.1
_02026_,56.1
_05191_,56.1
_03428_,56.06
_17333_,56.025
_13131_,56.02
_18410_,56.02
_15137_,56
_16711_,55.88
_17537_,55.88
_01354_,55.84
_12196_,55.62
_09741_,55.58
_08776_,55.49
_13232_,55.46
_09034_,55.42
_08692_,55.41
_17390_,55.41
_03343_,55.32
_03391_,55.24
_10365_,55.24
_18478_,55.18
_02126_,55.15
_07097_,55.14
_02830_,55.1
_08183_,55.1
_18253_,55.1
_05373_,55.08
data_reg\[2\]\[4\],55.08
_10389_,55.04
_13637_,55.04
_14910_,55.02
_18120_,55
_08005_,54.9
_02828_,54.82
_09060_,54.8
_05254_,54.72
_02430_,54.3
_04531_,54.3
_18248_,54.2
_08495_,54.12
_03137_,54.06
_05333_,54.04
_01624_,53.945
_02067_,53.88
_06522_,53.8
_18236_,53.78
_06754_,53.72
_01412_,53.62
_03113_,53.48
_17388_,53.36
_15077_,53.355
_14574_,53.345
_00816_,53.28
_04439_,53.28
_09173_,53.22
_17821_,53.22
_02127_,53.18
_17047_,53.16
_09054_,53.12
_09094_,53.08
_16902_,53.06
clknet_leaf_36_clk,53.06
_04961_,53.015
_10356_,52.98
_10372_,52.94
_13289_,52.92
_09374_,52.9
_10262_,52.86
_05742_,52.76
_03282_,52.64
_02720_,52.58
_10288_,52.58
_11717_,52.505
_00805_,52.48
_09293_,52.42
_01772_,52.38
_17661_,52.32
data_reg\[1\]\[1\],52.28
_10436_,52.26
_10172_,52.13
_18183_,52.12
_09306_,52
_10952_,52
_00630_,51.98
_14529_,51.95
_03445_,51.9
_05423_,51.88
_04633_,51.865
_13025_,51.8
_09343_,51.78
_08383_,51.75
_11143_,51.73
_05605_,51.68
_01110_,51.64
_04665_,51.64
_10255_,51.64
_12520_,51.6
_04793_,51.57
_13875_,51.54
_04563_,51.5
_18289_,51.5
_00438_,51.4
_15422_,51.4
_18130_,51.38
_06576_,51.3
_11606_,51.24
_03331_,51.22
_04017_,51.18
_06249_,51.18
_01388_,51.12
data_reg\[1\]\[0\],51.12
_09285_,51.08
_04480_,51.045
_12441_,51.04
_09112_,51.03
_12197_,51.02
_08480_,50.98
_04316_,50.9
_17602_,50.9
_04099_,50.84
_07662_,50.82
_11996_,50.7
_15368_,50.68
_04111_,50.65
_00419_,50.62
_05709_,50.54
_15078_,50.53
_04097_,50.52
_03686_,50.5
_04530_,50.48
_17666_,50.48
_18051_,50.48
_01234_,50.46
_03950_,50.42
net85,50.38
_07643_,50.34
_08080_,50.34
u_gain3\[9\],50.26
_17099_,50.25
_00127_,50.22
_17859_,50.17
_02824_,50.16
_17012_,50.12
_04459_,50.08
_16060_,50.06
_06376_,50.04
_11767_,50.04
_09257_,50.02
_10267_,50.02
_09145_,50
_10240_,50
_09016_,49.95
_03910_,49.94
_17416_,49.93
_01621_,49.92
data_reg\[10\]\[2\],49.82
_05291_,49.8
_18331_,49.7
_10268_,49.68
_03305_,49.55
_08007_,49.52
_04698_,49.5
_16195_,49.48
_18513_,49.465
_03003_,49.46
_18512_,49.455
_09090_,49.45
_08510_,49.44
_07391_,49.42
_07150_,49.4
_17150_,49.38
_03788_,49.34
_02861_,49.32
_07653_,49.32
_02539_,49.3
_06495_,49.3
_17978_,49.3
_03132_,49.28
_08074_,49.2
_02400_,49.16
_06372_,49.12
clknet_leaf_7_clk,49.12
_04583_,49.1
count\[6\],49.1
_04622_,49.06
_09871_,49.015
_07972_,49
_08363_,49
_00792_,48.94
_13600_,48.92
_05602_,48.91
_01315_,48.88
_01554_,48.88
clknet_leaf_43_clk,48.86
_00116_,48.825
_00532_,48.82
_12010_,48.775
_02924_,48.72
_06176_,48.68
_04344_,48.64
_00869_,48.62
net45,48.62
_00743_,48.58
_15243_,48.58
_17329_,48.575
_04723_,48.54
_17862_,48.44
_07741_,48.36
_14701_,48.36
_16927_,48.36
_16331_,48.32
_12323_,48.24
_08176_,48.22
_03974_,48.18
_04030_,48.18
_09319_,48.18
_15639_,48.17
_17854_,48.17
_12432_,48.16
_17858_,48.16
_00609_,48.14
_14081_,48.06
_10894_,48.02
_16022_,48.02
_02632_,47.98
_10953_,47.98
_08601_,47.96
_11528_,47.94
_00529_,47.92
_14104_,47.855
_05587_,47.825
_08300_,47.78
_18252_,47.78
_01034_,47.76
data_reg\[11\]\[2\],47.74
_08649_,47.72
_10334_,47.7
_11863_,47.7
_13627_,47.62
_02842_,47.6
_09653_,47.575
_03448_,47.54
_03966_,47.54
u_gain2\[32\],47.54
_09451_,47.52
_01614_,47.48
_03156_,47.47
_03452_,47.44
_10025_,47.42
_11280_,47.3
_04061_,47.26
_04125_,47.16
_11789_,47.14
_00533_,47.11
_08372_,47.095
_05071_,47.06
clknet_leaf_51_clk,47.06
_01658_,46.98
_04275_,46.98
_09735_,46.98
_16804_,46.98
_09933_,46.96
_08634_,46.92
_09185_,46.9
_09825_,46.9
_07374_,46.86
_09515_,46.86
_18035_,46.86
_14164_,46.82
_11585_,46.72
_12762_,46.72
_17245_,46.72
_18071_,46.72
_12031_,46.68
_18039_,46.66
_09565_,46.62
_04327_,46.6
_14160_,46.56
_03883_,46.52
_04732_,46.52
_17477_,46.42
address\[4\],46.42
_17638_,46.4
_00773_,46.38
_13636_,46.38
_11955_,46.28
_04252_,46.26
_07837_,46.2
_01015_,46.14
_17153_,46.14
_16713_,46.12
_16023_,46.08
_04497_,46.02
_08931_,45.98
_07838_,45.82
_17485_,45.82
_05470_,45.8
_04098_,45.78
_17298_,45.76
_04485_,45.72
_17399_,45.72
_04310_,45.7
_15463_,45.69
_03358_,45.68
_14551_,45.66
_01278_,45.64
_09231_,45.64
_16167_,45.56
data_reg\[2\]\[5\],45.56
_08602_,45.54
_02698_,45.52
_17607_,45.52
_03158_,45.48
_06383_,45.48
_18096_,45.48
_09023_,45.47
_12141_,45.43
_11483_,45.38
_00410_,45.365
_04197_,45.36
_11724_,45.26
_08784_,45.2
_00890_,45.18
_00891_,45.18
_12807_,45.18
_01256_,45.14
_05332_,45.14
_10319_,45.14
_14654_,45.14
_12242_,45.06
_03008_,45.04
_02051_,45
_04238_,45
_16105_,45
_04675_,44.88
_05399_,44.88
_08860_,44.88
_17311_,44.88
data_reg\[26\]\[4\],44.88
_04437_,44.86
_12250_,44.86
_17722_,44.86
_06124_,44.84
_18371_,44.84
_07853_,44.74
u_gain2\[17\],44.73
_03007_,44.72
_09288_,44.68
_17749_,44.68
_08869_,44.65
_02561_,44.64
_11852_,44.62
_07514_,44.6
_06805_,44.52
_13170_,44.52
_11158_,44.5
_14749_,44.5
_00430_,44.48
_17341_,44.48
_10730_,44.44
_08376_,44.38
u_gain3\[0\],44.38
_05293_,44.36
_08000_,44.36
_09002_,44.36
_04359_,44.32
_18527_,44.305
_06108_,44.26
_12801_,44.25
_00841_,44.18
_02493_,44.18
_03349_,44.17
_00933_,44.06
_18118_,44.06
_00762_,44.04
_10310_,44.04
_15257_,44.04
_08963_,44.02
_13730_,44.02
_16799_,44.02
_17668_,44
_03315_,43.98
_02976_,43.96
_04442_,43.96
_14136_,43.94
_10393_,43.92
_05638_,43.9
_01546_,43.84
_07938_,43.82
_09599_,43.8
_09259_,43.78
_10106_,43.78
_09427_,43.76
_12071_,43.72
_10522_,43.66
_18052_,43.5
_16219_,43.495
data_reg\[10\]\[3\],43.48
_17499_,43.46
u_gain3\[12\],43.46
_03876_,43.45
_13085_,43.34
_04014_,43.3
_08635_,43.3
_00781_,43.28
_03438_,43.28
_02868_,43.26
_02512_,43.24
_16029_,43.24
_18174_,43.24
_08974_,43.22
_13578_,43.22
_16962_,43.22
data_reg\[25\]\[1\],43.22
_01736_,43.14
_03031_,43.13
_15479_,43.12
_01737_,43.08
_08079_,43.08
_07725_,43.06
_08924_,43.06
net22,43.02
_00640_,43
_01857_,42.96
_09476_,42.96
_00445_,42.945
_05613_,42.94
_07742_,42.92
_12853_,42.92
_16218_,42.9
_04337_,42.88
_09408_,42.88
_08039_,42.86
_08541_,42.85
_09674_,42.8
_02053_,42.78
_08916_,42.74
_11335_,42.74
_17729_,42.72
_17628_,42.66
_00441_,42.62
_11840_,42.62
_17504_,42.62
_08792_,42.61
_05392_,42.58
_09048_,42.54
_12126_,42.54
_16743_,42.54
_06031_,42.52
_17751_,42.52
_09080_,42.48
_11151_,42.46
_01320_,42.44
_04495_,42.42
_10245_,42.4
u_gain2\[28\],42.395
_05779_,42.39
_12597_,42.36
_02721_,42.32
_10375_,42.3
_17919_,42.29
_17365_,42.26
_03446_,42.22
_15398_,42.2
_01176_,42.18
_03330_,42.18
_08220_,42.18
_18072_,42.18
_00443_,42.16
_03808_,42.16
_12154_,42.14
_17384_,42.12
_17097_,42.08
_17905_,42.08
clknet_leaf_6_clk,42.08
_08199_,42.06
_11847_,42.06
_01629_,42
_11890_,41.955
_08386_,41.925
_04841_,41.92
_04330_,41.88
_09258_,41.88
_01916_,41.86
_03410_,41.8
_09641_,41.75
_12865_,41.75
_17689_,41.74
_01888_,41.7
_04353_,41.68
_00723_,41.64
_18237_,41.64
_08968_,41.62
_00564_,41.6
_04631_,41.6
_10177_,41.6
_08244_,41.58
_13455_,41.58
_08223_,41.56
_10204_,41.54
_11506_,41.54
_17332_,41.53
_01246_,41.52
_11972_,41.52
_15397_,41.52
_05277_,41.5
_07107_,41.5
_09241_,41.49
_10797_,41.48
_04529_,41.46
_05786_,41.46
_16736_,41.42
clknet_leaf_9_clk,41.42
u_gain3\[27\],41.36
_08995_,41.34
_08887_,41.32
_17108_,41.28
_02975_,41.22
_09148_,41.22
_16148_,41.22
_18017_,41.18
_03172_,41.14
_04072_,41.14
_03030_,41.12
_10282_,41.12
_01691_,41.08
_15686_,41.05
_14422_,41
net87,40.945
_01288_,40.92
_10532_,40.9
_11251_,40.84
_13545_,40.83
_10343_,40.8
_04517_,40.76
_17735_,40.76
_08436_,40.74
_17518_,40.7
_17103_,40.685
_10394_,40.66
_15256_,40.64
_01764_,40.62
_05952_,40.62
_15360_,40.62
_11833_,40.6
_10336_,40.56
_01586_,40.54
_09859_,40.54
_01169_,40.52
_08821_,40.52
_09673_,40.52
_18122_,40.505
_01228_,40.46
_08893_,40.46
_03347_,40.4
_05295_,40.395
_09412_,40.38
_13538_,40.38
_01770_,40.36
clknet_leaf_52_clk,40.34
_06509_,40.33
_14222_,40.33
_03814_,40.325
_15829_,40.3
_04757_,40.28
_11347_,40.28
_01748_,40.24
_03521_,40.22
_09410_,40.22
_10363_,40.22
_04881_,40.18
_06666_,40.16
_10263_,40.16
_13887_,40.14
_11512_,40.12
_11849_,40.12
_15519_,40.11
_04451_,40.1
_03887_,40.08
_14864_,40.08
_03618_,40.04
_15143_,40.04
_14281_,40.02
_14250_,40
_02032_,39.98
_02088_,39.98
_15540_,39.98
_08167_,39.96
_10251_,39.96
_18432_,39.96
_02076_,39.955
_16174_,39.93
_02789_,39.92
_05400_,39.9
_05363_,39.88
_08885_,39.88
_14399_,39.88
pulse_duration\[6\],39.84
_07668_,39.82
_09107_,39.82
clknet_leaf_44_clk,39.82
_04105_,39.8
_04115_,39.8
_05165_,39.8
_12514_,39.78
_01182_,39.77
_15961_,39.76
_01553_,39.74
_03958_,39.74
_12615_,39.74
_18528_,39.705
_04001_,39.7
_16142_,39.7
_00125_,39.685
_16712_,39.66
clknet_leaf_49_clk,39.62
_03492_,39.58
_04957_,39.58
_12918_,39.58
_09760_,39.57
_01210_,39.56
_12793_,39.56
_01604_,39.48
_05085_,39.48
_17100_,39.48
_08944_,39.44
_14495_,39.42
_09064_,39.405
_03293_,39.36
_09450_,39.36
_10335_,39.36
_08759_,39.32
_17868_,39.32
_17072_,39.31
_09104_,39.3
_17252_,39.28
_01634_,39.26
_09331_,39.25
u_gain2\[16\],39.25
_01222_,39.24
_02968_,39.24
_02994_,39.22
_16547_,39.18
_09316_,39.16
_14236_,39.16
_14705_,39.16
_17041_,39.16
_01250_,39.14
_07092_,39.14
_07887_,39.14
_06566_,39.12
_01219_,39.115
_09214_,39.115
_15417_,39.1
_09005_,39.08
_09267_,39.08
_00716_,39.06
_03055_,39.06
_10618_,39.04
_13657_,39.04
_07100_,39.02
_11576_,39.02
_04003_,39
_15107_,39
_01152_,38.98
_10308_,38.94
_12502_,38.94
_01531_,38.9
_01155_,38.895
_04667_,38.88
_07021_,38.88
_13546_,38.88
_17740_,38.88
_02921_,38.85
_04274_,38.82
_12289_,38.82
_15084_,38.82
_08479_,38.8
_09212_,38.76
_06982_,38.74
_04138_,38.72
_08377_,38.72
_13005_,38.72
_01066_,38.7
_03644_,38.7
_05325_,38.7
_00425_,38.695
_07553_,38.68
_18030_,38.66
_11305_,38.62
_14514_,38.62
_02696_,38.56
_06389_,38.56
data_reg\[10\]\[0\],38.56
_02606_,38.54
_16027_,38.54
_14049_,38.5
_09402_,38.48
_15929_,38.48
u_gain3\[1\],38.48
_00765_,38.38
_04131_,38.36
_17040_,38.36
u_gain3\[25\],38.35
_02641_,38.34
_03888_,38.34
_09083_,38.34
_08530_,38.32
_14394_,38.285
_01495_,38.26
_11195_,38.26
_11883_,38.26
_02605_,38.22
_08881_,38.22
_11529_,38.22
_12706_,38.22
_08824_,38.2
_04027_,38.18
_02542_,38.16
_08162_,38.16
_05371_,38.15
_02042_,38.14
_12460_,38.14
_01023_,38.12
_06229_,38.12
_08540_,38.12
_12922_,38.12
u_gain2\[18\],38.11
_01125_,38.1
_17026_,38.1
_08813_,38.06
_09484_,38
_01514_,37.97
_00837_,37.96
_04792_,37.92
_06169_,37.9
_08646_,37.9
_14942_,37.9
_07641_,37.88
_10371_,37.88
_07594_,37.86
_02038_,37.85
_13580_,37.84
_03337_,37.82
_02521_,37.78
clknet_leaf_60_clk,37.78
_08484_,37.77
_06583_,37.74
_08527_,37.74
_08722_,37.74
_16252_,37.72
_11408_,37.7
_11715_,37.7
_07750_,37.68
net313,37.68
_03298_,37.65
_11208_,37.64
data_reg\[11\]\[7\],37.625
_12442_,37.615
_05458_,37.61
_08703_,37.6
_17159_,37.6
_04952_,37.56
_05262_,37.56
_07590_,37.56
_15298_,37.56
_16404_,37.56
_08117_,37.52
_05296_,37.5
_16732_,37.5
_14141_,37.48
_08254_,37.46
u_gain2\[20\],37.455
_10498_,37.44
_11128_,37.44
_18047_,37.44
_03712_,37.41
_06659_,37.4
clknet_leaf_42_clk,37.4
_12311_,37.38
_16391_,37.38
_13208_,37.36
clknet_leaf_57_clk,37.36
_17594_,37.355
_11152_,37.32
_12614_,37.32
_17415_,37.3
_03826_,37.26
_00884_,37.22
_17104_,37.22
_07595_,37.18
_08751_,37.18
_14766_,37.18
_00416_,37.16
_06158_,37.14
_06585_,37.14
_07868_,37.14
_10701_,37.12
_16090_,37.115
_12824_,37.1
_13375_,37.08
_00523_,37.04
_09260_,37.04
_16240_,37.04
_02538_,37.02
_15785_,37
_00594_,36.98
_10257_,36.98
_13393_,36.98
_02717_,36.96
_15779_,36.92
_09015_,36.9
_12256_,36.9
_05230_,36.86
_08633_,36.86
_16316_,36.86
_18380_,36.84
_00119_,36.825
_11310_,36.82
_16234_,36.76
_03919_,36.74
_11962_,36.74
_14387_,36.74
_04128_,36.72
_01775_,36.7
_16974_,36.7
_09645_,36.68
_03544_,36.64
_06858_,36.64
_12890_,36.64
_03660_,36.62
